user_id,item_id,rating
1077,135085,2
1077,135038,2
1077,132825,2
1077,135060,1
1068,135104,1
1068,132740,0
1068,132663,1
1068,132732,0
1068,132630,1
1067,132584,2
1067,132733,1
1067,132732,1
1067,132630,1
1067,135104,0
1067,132560,1
1103,132584,1
1103,132732,0
1103,132630,1
1103,132613,2
1103,132667,1
1103,135104,1
1103,132663,1
1103,132733,2
1107,132660,2
1107,132584,2
1107,132733,2
1044,135088,2
1044,132583,1
1070,132608,2
1070,132609,1
1070,132613,1
1031,132663,0
1031,132665,0
1031,132668,0
1082,132630,1
1023,132715,0
1023,132717,0
1082,132613,0
1082,132594,0
1082,132608,0
1082,132609,0
1082,132663,0
1082,132560,0
1060,132564,2
1060,132717,2
1060,132733,2
1060,132740,1
1015,135071,0
1123,132733,1
1123,132608,1
1123,135104,2
1123,132584,1
1123,132667,1
1123,132740,1
1123,132613,1
1123,132594,1
1021,132740,2
1026,132626,2
1021,132668,2
1021,132715,2
1044,134987,0
1083,135034,2
1083,132723,1
1083,135046,2
1108,135075,2
1108,132572,1
1108,135074,2
1108,135028,1
1108,135085,1
1108,135032,2
1108,135086,1
1108,132723,2
1108,135046,1
1108,135058,1
1012,135001,1
1012,134983,2
1012,134996,2
1093,135019,2
1093,134996,2
1093,135001,2
1093,134976,2
1093,134999,2
1030,135018,2
1093,135013,2
1030,134986,2
1012,134986,2
1012,135018,2
1030,135088,1
1093,132767,2
1030,135016,0
1093,135011,1
1030,132767,0
1030,135019,0
1030,135109,0
1030,134996,0
1066,135011,1
1066,134999,1
1127,134975,2
1127,135021,2
1127,134987,2
1127,134996,2
1017,132768,1
1066,135019,2
1017,134975,2
1017,134983,0
1066,132767,1
1100,135021,2
1100,134996,2
1066,135013,1
1100,135000,2
1100,135001,2
1100,132768,2
1100,134976,2
1133,134983,1
1133,134986,2
1133,132766,1
1133,132767,0
1133,135021,2
1133,135001,2
1133,134975,1
1133,134992,1
1133,135019,1
1118,134987,0
1072,135016,1
1072,132773,2
1072,135088,0
1026,132561,1
1026,132706,0
1026,132654,0
1026,132665,2
1023,132740,0
1023,132733,2
1080,132668,1
1080,132660,2
1080,132733,1
1080,132608,2
1063,132660,2
1063,132584,2
1063,132609,1
1063,135104,1
1063,132667,1
1080,132564,1
1080,132715,1
1082,132732,0
1082,132733,0
1074,135011,2
1074,134987,2
1074,134976,2
1117,135018,1
1117,132766,0
1117,135088,1
1117,135016,2
1117,132773,1
1117,135000,1
1118,132583,0
1118,132768,0
1118,135021,2
1118,134983,0
1118,135001,0
1118,134992,0
1020,135088,1
1020,132768,2
1020,134996,1
1020,135109,2
1051,135088,1
1051,135109,1
1051,132768,1
1055,135051,1
1055,135075,2
1055,132572,2
1055,135028,2
1055,135025,2
1083,132572,2
1083,135049,0
1055,135106,2
1083,135072,1
1083,135074,2
1083,132755,2
1083,135044,1
1055,135048,2
1055,135047,2
1055,132754,2
1055,132825,2
1053,135076,1
1053,135032,2
1053,132825,1
1053,135063,2
1035,135018,1
1035,132773,2
1053,135042,2
1053,135053,2
1053,132754,1
1035,132583,1
1053,135081,2
1053,135025,2
1053,135038,2
1053,135060,2
1053,135062,2
1053,135047,2
1064,135042,1
1081,135069,1
1064,135057,1
1081,135076,1
1081,135043,0
1064,135069,0
1081,135039,0
1064,135060,1
1064,135052,2
1081,132825,1
1081,135032,0
1081,135028,1
1081,135085,1
1081,135052,0
1081,135030,1
1081,135027,0
1001,132830,1
1001,132825,2
1014,135076,1
1088,132830,0
1088,135108,2
1014,135069,1
1014,135050,2
1088,135057,1
1014,135081,2
1014,135057,1
1014,135070,2
1088,135041,2
1088,135069,1
1088,135082,2
1014,135043,1
1014,135042,1
1088,135071,0
1088,135054,2
1088,135070,2
1014,135066,2
1088,135032,2
1088,135081,1
1088,135051,2
1014,132830,2
1014,135082,0
1056,135066,2
1056,135050,0
1056,135076,2
1056,135081,2
1056,135062,2
1056,135027,2
1056,135085,2
1056,135052,2
1056,132825,2
1056,135051,2
1134,135047,1
1134,135026,0
1134,135044,1
1134,132825,1
1134,135059,2
1134,135065,2
1134,135046,2
1134,135085,2
1134,135079,1
1134,135055,2
1134,132754,2
1134,132572,0
1134,135075,2
1134,135080,1
1134,135064,2
1134,135074,2
1106,135041,1
1126,135069,0
1106,135032,0
1126,135057,2
1126,132830,0
1106,135028,2
1126,135040,0
1126,135106,2
1126,135052,2
1126,135041,2
1126,135038,1
1126,135054,1
1126,135108,2
1044,134986,2
1124,135054,1
1044,132768,2
1124,135108,1
1124,135032,1
1124,135071,1
1124,135070,1
1124,135069,1
1124,135081,1
1124,135057,1
1124,135039,1
1124,135050,0
1018,135043,0
1125,135043,1
1125,135081,0
1125,135076,1
1018,135082,2
1125,135050,2
1125,135066,1
1125,135032,1
1119,134986,2
1119,135021,0
1119,135001,2
1125,135042,1
1119,132583,2
1125,135063,1
1119,132768,2
1125,135060,1
1125,135038,2
1125,135062,1
1018,135081,1
1018,135057,1
1018,135066,1
1018,135032,1
1018,135062,0
1018,135025,1
1018,135069,0
1018,135108,1
1076,135039,2
1076,135038,1
1076,135027,0
1076,135042,2
1022,135040,0
1076,135073,2
1022,135033,1
1022,135025,0
1022,135032,1
1022,135057,2
1022,135060,1
1022,135052,2
1022,135038,2
1022,135081,0
1022,135045,2
1022,135051,2
1022,135073,2
1022,135062,1
1022,135063,2
1094,135054,0
1094,135082,0
1094,135057,0
1094,135071,0
1094,132830,0
1094,135070,0
1094,135108,0
1094,135069,0
1116,135047,2
1116,135060,0
1116,135038,2
1116,135085,2
1116,135052,2
1116,135025,2
1116,135059,0
1116,135027,0
1116,132825,2
1116,135030,1
1116,132834,2
1105,135057,0
1105,135069,0
1105,132830,0
1105,135040,0
1105,135033,0
1105,135054,0
1105,135039,0
1105,135052,0
1075,135081,1
1075,135066,2
1075,135050,2
1007,135108,1
1075,135076,2
1007,135057,1
1075,135032,1
1075,132834,1
1075,135057,2
1075,132830,1
1075,135062,1
1075,135039,2
1075,135051,1
1075,135041,1
1115,135057,2
1115,135082,2
1115,135054,0
1115,135108,1
1115,135069,1
1115,132830,2
1115,135070,1
1115,135071,2
1072,135000,0
1024,132834,1
1024,135106,1
1024,135042,1
1024,132825,1
1024,135060,1
1024,135032,2
1024,135039,2
1024,135045,2
1024,135027,1
1024,135073,1
1024,135051,1
1024,135041,1
1024,135038,1
1024,135028,1
1024,135030,1
1132,135038,1
1132,132825,2
1132,135085,2
1132,135062,2
1132,135025,1
1132,135052,2
1132,135028,2
1132,135032,1
1132,135051,1
1132,135027,2
1005,135050,1
1005,135076,2
1005,132830,1
1005,135066,2
1005,135041,1
1005,135057,1
1005,135043,0
1005,135042,2
1005,135032,2
1120,135085,0
1120,132845,1
1120,135032,1
1120,135045,1
1120,135038,0
1004,135060,1
1004,135028,2
1004,135106,2
1120,135057,2
1004,135062,2
1120,135026,1
1004,135032,2
1120,132846,2
1077,135027,0
1120,132847,2
1037,135054,2
1037,135082,0
1037,135070,0
1037,132845,0
1037,135108,2
1037,132847,1
1037,132830,2
1035,135000,2
1035,134996,2
1035,134986,2
1052,132851,1
1036,132834,1
1036,135064,2
1036,135079,2
1036,135042,2
1036,135085,2
1036,135025,2
1036,132825,2
1036,135059,2
1036,135052,2
1036,132754,2
1036,135065,0
1036,135045,2
1038,132854,1
1038,132856,0
1038,132858,0
1038,132861,1
1038,132862,2
1071,132862,2
1071,135063,2
1071,135052,2
1071,135060,1
1071,135042,2
1071,132825,2
1071,132856,2
1071,135032,2
1071,132834,1
1071,135039,2
1071,135028,2
1071,135025,2
1071,135030,2
1114,135053,0
1084,135058,1
1084,132862,2
1084,135072,2
1084,135030,2
1084,135026,2
1084,135035,2
1084,135045,2
1084,132861,2
1084,135085,2
1084,132723,1
1049,132825,0
1049,135041,0
1019,132830,0
1019,135076,0
1019,135038,0
1019,132856,0
1069,135070,0
1069,135082,0
1069,135108,0
1069,132858,0
1069,135069,0
1069,132846,0
1069,132845,0
1069,132851,1
1069,132847,0
1113,135038,1
1113,135057,2
1113,135085,1
1113,135032,0
1113,135079,1
1113,135046,2
1113,132856,0
1113,132854,0
1104,135039,0
1104,132825,1
1104,135085,2
1104,135030,2
1104,135062,1
1106,135047,0
1106,135052,0
1104,132834,1
1106,135106,0
1106,132754,2
1104,135052,1
1106,132856,0
1104,135032,2
1104,135025,2
1106,132834,2
1104,135047,1
1106,135042,2
1106,135039,2
1052,132866,2
1106,135066,2
1106,135085,2
1104,135033,1
1106,135062,2
1106,132862,2
1106,135030,2
1106,135079,2
1106,135064,2
1052,132869,2
1052,132870,1
1104,135041,1
1079,134986,2
1079,134976,1
1079,132768,2
1079,132766,1
1045,132825,2
1045,135064,0
1045,132856,1
1045,135085,2
1045,135032,0
1045,132834,1
1045,135052,1
1045,135060,2
1045,135051,2
1045,135041,1
1009,132754,1
1009,132862,2
1009,135060,1
1009,135059,2
1009,132834,2
1009,135058,1
1009,135038,2
1009,132825,1
1009,135052,2
1009,135063,0
1009,135079,1
1016,132834,2
1016,135042,1
1016,135032,2
1016,135106,2
1016,132856,2
1016,135045,2
1016,135060,2
1016,135066,2
1016,135085,2
1016,135052,2
1016,132862,2
1016,135051,2
1016,135062,2
1047,132875,0
1047,132877,0
1047,132884,0
1095,132872,1
1095,135034,2
1095,135058,1
1034,135086,1
1095,132861,1
1034,135049,0
1034,132723,1
1095,132723,2
1095,135086,1
1095,135055,2
1007,135058,1
1007,135085,1
1095,135064,1
1095,135035,2
1095,135072,2
1007,135025,1
1007,135032,1
1007,135086,0
1007,132572,1
1007,135038,1
1078,132885,1
1099,135076,1
1099,132834,2
1008,132866,1
1008,132858,1
1099,135043,2
1099,132885,0
1008,132854,2
1099,132872,1
1008,135108,1
1008,132851,1
1099,132856,1
1008,132869,1
1099,135066,1
1008,135069,1
1099,135038,0
1099,135060,2
1099,135045,1
1008,132846,1
1008,135054,1
1099,135042,1
1040,132773,1
1040,134999,1
1040,135013,2
1040,135019,1
1121,135021,0
1110,135021,1
1110,132767,2
1110,135013,2
1110,134999,2
1121,135019,2
1121,132767,2
1121,134999,2
1042,132768,2
1042,135021,1
1042,134996,2
1013,135079,1
1013,135072,2
1013,135085,1
1013,135076,1
1054,135062,2
1054,135060,2
1054,135039,2
1054,135052,2
1054,132856,2
1054,135051,2
1054,135025,2
1054,135041,2
1054,135038,2
1054,135032,1
1054,135045,2
1042,134986,2
1042,134992,1
1111,132845,2
1111,135071,2
1111,132858,1
1111,132854,2
1111,132877,1
1037,135071,1
1111,132851,2
1111,135108,2
1111,132869,0
1037,132869,1
1111,132870,0
1037,132851,2
1111,132847,0
1111,135082,1
1037,132854,1
1015,132845,1
1015,132866,0
1015,132870,0
1015,135054,1
1015,132869,2
1015,132851,1
1015,132877,1
1128,132872,0
1062,132872,0
1101,135039,1
1101,135027,2
1101,135073,1
1101,135106,0
1101,132856,1
1101,135032,2
1101,135038,2
1101,135051,2
1101,135052,2
1101,135041,0
1001,135085,0
1001,135040,1
1001,135039,1
1001,135045,1
1001,135033,1
1001,135025,2
1001,135051,1
1135,135085,0
1135,135106,0
1135,135052,0
1135,135041,0
1032,132872,1
1032,135058,2
1032,135079,2
1032,135085,1
1032,135042,0
1032,132856,1
1135,132825,0
1135,132834,0
1032,135038,1
1032,132834,1
1032,135060,1
1135,135058,0
1032,135032,0
1135,135063,0
1135,132856,0
1135,135045,0
1135,135028,0
1135,135032,0
1135,135042,0
1135,135060,0
1048,135049,1
1048,135026,2
1048,135034,2
1048,135048,0
1048,135065,2
1048,132755,2
1048,132723,2
1062,135085,0
1062,135053,0
1092,135071,1
1062,132825,0
1092,135085,0
1062,135052,0
1092,135046,0
1062,135062,0
1092,132572,1
1062,135038,0
1062,135045,0
1092,135025,2
1062,132834,0
1092,132723,1
1051,134996,1
1013,132875,2
1085,135043,2
1085,132885,0
1085,135050,2
1085,135076,2
1085,135081,2
1109,135028,2
1109,132856,1
1085,135042,0
1085,135059,2
1109,132825,2
1085,132872,0
1085,135055,2
1109,135032,2
1085,132825,2
1109,135063,2
1109,135042,2
1109,135058,2
1109,135085,2
1109,135038,2
1109,132872,1
1078,135081,1
1078,135060,2
1078,135106,2
1078,135041,2
1078,132834,0
1078,135052,2
1019,135079,0
1102,132846,2
1098,132885,1
1098,135060,2
1098,132856,1
1046,135026,1
1122,135066,2
1122,135065,2
1122,132872,2
1122,135058,2
1122,132834,2
1122,132754,2
1122,135079,2
1122,135038,2
1122,135085,2
1122,135030,2
1122,135064,1
1122,135053,2
1138,132921,2
1138,132922,2
1138,132925,1
1013,132921,2
1098,135085,1
1098,132825,1
1098,135079,2
1098,135032,2
1098,135038,1
1098,132861,2
1098,135046,1
1098,132862,1
1098,132921,1
1034,132884,0
1034,135055,0
1034,135035,1
1033,135065,1
1033,135028,2
1033,135085,2
1033,135046,2
1033,135045,2
1033,132951,2
1033,132572,1
1033,132921,2
1033,135075,2
1033,135038,1
1033,135030,2
1089,135058,1
1089,135064,1
1089,135028,1
1089,132951,1
1003,135064,0
1089,132921,1
1003,132825,2
1089,132754,1
1003,135075,2
1089,135026,1
1003,132862,1
1089,132872,1
1089,135085,1
1003,135041,0
1089,135072,1
1089,132834,1
1003,132937,2
1089,132875,1
1089,135038,0
1003,132922,2
1091,132825,0
1091,135075,2
1089,135079,0
1003,132723,2
1091,132861,1
1003,132755,2
1091,132875,1
1003,135080,2
1091,135086,1
1003,135079,2
1027,135066,0
1091,135080,0
1027,132921,1
1091,132572,2
1027,135052,1
1091,132884,2
1091,135035,1
1027,132937,1
1027,132951,1
1027,132925,1
1027,132872,1
1027,132875,1
1027,135085,1
1027,135042,1
1027,135062,1
1029,135047,1
1029,135059,2
1029,132937,1
1029,135085,1
1029,132834,0
1029,132754,0
1029,132825,1
1029,132921,1
1029,132862,1
1029,132922,1
1086,135063,1
1086,132921,1
1086,135085,2
1086,132922,2
1086,132937,2
1086,135045,2
1086,135041,2
1086,135060,1
1086,132951,1
1019,132921,0
1019,132834,0
1137,132951,2
1019,135062,0
1019,135086,0
1137,135085,2
1137,132834,2
1090,132572,1
1137,132862,2
1137,135058,0
1137,135059,2
1137,135062,2
1137,132825,2
1137,132723,2
1137,132755,2
1137,135042,2
1137,132884,2
1137,135049,2
1137,135075,2
1114,132825,0
1114,135065,0
1114,135058,0
1114,132723,0
1114,132951,0
1114,132872,1
1114,132834,0
1114,135072,0
1114,132754,0
1114,132755,1
1061,132825,1
1061,135048,2
1061,132921,1
1061,135026,2
1061,132723,2
1061,135075,2
1061,135034,2
1061,135041,2
1013,132572,1
1013,135075,2
1061,135046,1
1061,132572,1
1061,135058,1
1046,135044,1
1046,135065,2
1046,132921,2
1046,135085,1
1046,132572,1
1046,135058,2
1046,132951,1
1046,132861,1
1041,135001,1
1041,134983,2
1041,135021,2
1041,134992,2
1041,132768,2
1041,135109,1
1004,132954,2
1004,132955,2
1004,132958,2
1003,132754,2
1059,135064,1
1059,135075,2
1059,135028,1
1061,132834,1
1061,135086,1
1061,132754,2
1061,135080,2
1090,135062,2
1090,135052,2
1112,135047,0
1112,135026,1
1112,135064,0
1090,132862,2
1057,135070,1
1112,132954,0
1057,135043,1
1112,135079,1
1112,135062,0
1090,135051,1
1090,132954,2
1112,135048,0
1057,132954,1
1112,135086,0
1061,132955,2
1112,132921,1
1061,132958,2
1112,135046,0
1090,135085,2
1112,132572,0
1090,132922,2
1025,132866,2
1057,135080,1
1112,132834,1
1057,132825,1
1112,132862,1
1061,132954,2
1025,132877,1
1057,135064,1
1057,135046,1
1090,135025,2
1090,132925,2
1057,132862,1
1057,135075,0
1025,132847,2
1057,135030,1
1025,135071,2
1057,132834,1
1025,132958,1
1025,132825,0
1025,135028,2
1025,135047,1
1025,132846,2
1025,135064,2
1025,132830,2
1097,135079,2
1097,135058,2
1097,132954,1
1097,132958,2
1097,135026,1
1059,132955,2
1059,135044,2
1059,132862,0
1059,135085,2
1059,135030,2
1128,135053,0
1059,132825,2
1059,132754,2
1128,135058,0
1128,132875,0
1128,135079,0
1128,132925,0
1128,135064,0
1128,132921,0
1128,135060,0
1128,132954,0
1128,132951,0
1097,132921,2
1097,132955,2
1097,132884,1
1097,135049,2
1097,135034,2
1006,132954,1
1006,135079,1
1006,132875,2
1006,135026,2
1006,132922,2
1006,132572,1
1006,135075,1
1006,132825,1
1006,135048,1
1006,135030,1
1006,132884,2
1131,135054,2
1131,132869,1
1131,132866,2
1131,135082,0
1131,132851,2
1131,132870,0
1073,135062,0
1073,132572,0
1073,135064,0
1073,135080,0
1073,132951,0
1073,132954,0
1073,135052,0
1073,132834,0
1073,135060,0
1073,135065,0
1073,132862,0
1049,132921,0
1049,135042,0
1049,135032,0
1049,135051,0
1049,135085,0
1049,132862,0
1049,135052,0
1058,135076,2
1058,135043,1
1058,135058,2
1058,135053,2
1058,132885,1
1058,135050,1
1058,132872,2
1058,135066,1
1002,132921,2
1002,135062,1
1002,135106,1
1002,132825,2
1002,135052,1
1002,132862,2
1096,132875,2
1002,135059,1
1002,135041,2
1002,132925,1
1002,135085,1
1096,135025,2
1096,135072,1
1096,135064,1
1096,135086,1
1096,135055,2
1136,135074,1
1096,135026,2
1136,132862,2
1096,132955,2
1136,132921,2
1136,135072,1
1096,132723,1
1136,135055,2
1136,135064,1
1096,132958,1
1096,135075,1
1136,132958,2
1136,135048,1
1136,135046,2
1136,135028,2
1097,135086,2
1097,135053,2
1097,132861,2
1058,135062,2
1058,135055,2
1010,135053,1
1010,135058,1
1010,135079,0
1003,135059,2
1010,135064,0
1010,135047,1
1010,135065,1
1102,132854,2
1102,132858,2
1010,135042,2
1102,132870,2
1010,135076,1
1102,132847,2
1013,132951,2
1013,135060,1
1028,132732,1
1028,132733,1
1028,135104,0
1050,132732,0
1050,132609,0
1050,132608,0
1050,132560,0
1050,132740,0
1050,132594,0
1050,132584,0
1028,132740,1
1129,132706,0
1129,132654,0
1028,132630,2
1028,132663,0
1028,132613,2
1087,132667,2
1087,135104,1
1087,132660,1
1087,132732,2
1087,132740,1
1087,132560,1
1087,132594,1
1087,132663,1
1065,132626,1
1065,132706,2
1129,132561,1
1065,132665,1
1129,132665,0
1065,132561,1
1039,132626,2
1039,132564,1
1065,132654,1
1039,132665,1
1130,132654,0
1130,132561,0
1130,132626,0
1130,132706,1
1043,132608,1
1043,132609,1
1011,132717,2
1043,132613,1
1011,132564,1
1043,132732,1
1043,132630,1
1011,132715,1
1068,132733,1
1068,132594,1
1068,132660,0
